Source DB	GenBank ID	END3	END5	Gene Symbol	Allele	Drug Family	Drug Class	Sub Drug Class	Parent Allele	Parent Allele Family	SNP	Protein ID	Unirprot	Gene Aliases	Organism ID	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	STRAIN	Plasmid	Bioproject	Biosample
>CARD	AY039040	188	1022	blaTEM	89	Beta-lactam			TEM			AAK71474.1	Q93LJ5	TEM-89	584	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis				
>CARD	X62867	360	1197	ermU		Macrolide/Lincosamide/Streptogramin						CAA44667.1	Q54385	lmrB	1915	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lincolnensis	78-11			
>Lahey	APRO01000007.1	299939	300775	blaOXA	292	Beta-lactam	Class_D_Carbapenemase		OXA			ENX53612.1	N9SQQ2	F901_00879	1217702	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 1867	NIPH		PRJNA183239	SAMN01087866
>Lahey	APSB01000022.1	299956	300792	blaOXA	306	Beta-lactam	Class_D_Carbapenemase		OXA			ENX38336.1	N9R7L8	F887_03505	1217708	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 2100	NIPH		PRJNA183225	SAMN01828129
>Lahey	APRL01000010.1	279444	280280	blaOXA	291	Beta-lactam	Class_D_Carbapenemase		OXA			ENW94121.1	N9MTU6	F904_01037	1217703	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 4105	ANC		PRJNA183242	SAMN01087867
>Lahey	APPC01000015.1	269862	270698	blaOXA	294	Beta-lactam	Class_D_Carbapenemase		OXA			ENU93232.1	N8WD73	F971_01280	1217712	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 758	NIPH		PRJNA183309	SAMN01828169
>ARG-Annot	KP119857	3827	4663	aph(6)	Id	Aminoglycoside						AKP24022.1	A0A0R7H3C9	aph(6)-Id	43770	Actinobacteria	Actinobacteria 	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum	CS4933			
>Lahey	APRW01000016.1	273959	274795	blaOXA	295	Beta-lactam	Class_D_Carbapenemase		OXA			ENX19403.1	N9NEK7	F892_03571	1217706	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 2168	NIPH		PRJNA183230	SAMN01828132
>CARD	AF062386	30	862	blaTEM	59	Beta-lactam			TEM			AAD45935.1	Q9S534	TEM-59	571	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	ROM			
>Lahey	APQD01000016.1	31096	31929	blaOXA	299	Beta-lactam	Class_D_Carbapenemase		OXA			ENV82218.1	N9DP23	F941_02259	1120925	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bouvetii	CIP		PRJNA183279	SAMN01087847
>ARG-Annot	U37105	2807	3640	aadA10		Aminoglycoside						AAL36430.1	Q8VL12	aadA10	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa		R388-R151		
>CARD	AM087405	1748	2582	aadA6/aadA10		Aminoglycoside						CAJ32491.1	Q2A799	aadA10 aadA6	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa		p80403		
>CARD	AM087453	25	856	blaSHV	84	Beta-lactam			SHV			CAJ32371.1	A8DZJ2	blaSHV	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli				
>Lahey	AF294653.1	754	1584	blaOXA	31	Beta-lactam	Class_D_ESBL		OXA			AAK52604.1	Q93TY2	BlaoxA31	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa		unnamed		
>Lahey	JN596991.2	2281	3111	blaOXA	224	Beta-lactam	Class_D_Carbapenemase		OXA			AEQ73521.1	G8HKR3	blaoxa-224	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	E1PA9-8			
>Lahey	JQ422052.1	1100	1930	blaOXA	229	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-229-like		AFM55000.1	I6S7G0	blaOXA-229	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	Nec			
>Lahey	AY162283.2	1092	1922	blaOXA	4	Beta-lactam	Class_D_Carbapenemase		OXA			AAR12140.1	Q79MV3	bla(OXA-4)	546	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii				
>Lahey	JQ422054.1	101	931	blaOXA	230	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-229-like		AFM55002.1	I6S387	blaOXA-230	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	Baz			
>Lahey	JQ422053.1	100	930	blaOXA	228	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-229-like		AFM55001.1	I6R1R3	blaOXA-228	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	CIP70			
>CARD	AJ492820.1	404	1235	blaSPM	1	Beta-lactam	Class_B_Carbapenemase		SPM			CAD37801.1	Q8G9Q0	spm-1 bla SPM-1 blaSPM-1 CCBH4851_00081 ICEPaeSP_00028	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>Lahey	AY237830.1	1	831	blaOXA	47	Beta-lactam	Class_D_Carbapenemase		OXA			AAP69225.1	Q6XDA9		573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	11978			
>Lahey	APRY01000059.1	64997	65827	blaOXA	285	Beta-lactam	Class_D_Carbapenemase		OXA			ENX26326.1	N9Q8I6	F890_03602	1144673	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 64.7	CIP		PRJNA183228	SAMN01828130
>Lahey	J02967.2	1359	2189	blaOXA	1	Beta-lactam	Class_D_Carbapenemase		OXA			AAA91586.2	P13661	bla oxa1	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		Plasmid		
>Lahey	JQ820240.2	591	1421	blaOXA	235	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-235-like		AFH36330.1	H9ZJJ8	blaOXA-235	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	401			
>Lahey	KF297585.1	1	831	blaOXA	356	Beta-lactam	Class_D_Carbapenemase		OXA			AGW83454.1	U3PYD3	blaOXA-356	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	st13015			
>Lahey	KJ997966.1	1	831	blaOXA	418	Beta-lactam	Class_D_Carbapenemase		OXA			AIN56719.1	A0A088NUF2	blaOXA-418	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	ABE001			
>Lahey	JQ820241.1	1	831	blaOXA	237	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-235-like		AFH36331.1	H9ZJJ9	blaOXA-237	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	684			
>Lahey	JQ820242.1	1	831	blaOXA	236	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-235-like		AFH36332.1	H9ZJK0	blaOXA-236	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	255			
>Lahey	KC771279.1	1	831	blaOXA	278	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-235-like		AGI65307.1	M9QY09	blaOXA-278	108981	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	MRSN			
>Lahey	KF151169.1	1	831	blaOXA	320	Beta-lactam	Class_D_Carbapenemase		OXA			AGR55864.1	S5N0B5	blaOXA-320	584	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	TRP41			
>Lahey	KF460532.1	1	831	blaOXA	362	Beta-lactam	Class_D_Carbapenemase		OXA			AHA11125.1	U5ZZL4	blaOXA-362	28090	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	St15671			
>Lahey	KF460533.1	1	831	blaOXA	363	Beta-lactam	Class_D_Carbapenemase		OXA			AHA11126.1	U6A1P5	blaOXA-363	28090	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	St17095			
>Lahey	KC567681.1	1211	2041	blaOXA	257	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-229-like		AGK07370.1	M9XLN6		106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	KH243			
>Lahey	KF297584.1	1	831	blaOXA	355	Beta-lactam	Class_D_Carbapenemase		OXA			AGW83453.1	U3Q0P4	blaOXA-355	106648	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	st01104			
>Lahey	APRU01000004.1	72685	73515	blaOXA	284	Beta-lactam	Class_D_Carbapenemase		OXA			ENX16434.1	N9N606	F894_00230	1144670	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 51.11	CIP		PRJNA183232	SAMN01828134
>Lahey	APQG01000050.1	21328	22158	blaOXA	301	Beta-lactam	Class_D_Carbapenemase		OXA			ENV90372.1	N9CWX2	F938_03968	981324	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	CIP		PRJNA183276	SAMN01087834
>Lahey	APOG01000008.1	114900	115730	blaOXA	283	Beta-lactam	Class_D_Carbapenemase		OXA			ENU15301.1	N8NLG8	F995_02460	1144674	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP A162	CIP		PRJNA183333	SAMN01087911
>Lahey	AY220520.1	1659	2489	blaOXA	392	Beta-lactam	Class_D_Carbapenemase		OXA			AAO84013.1	Q84BY5		59201	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella choleraesuis				
>Lahey	KF421163.1	1	831	blaOXA	360	Beta-lactam	Class_D_Carbapenemase		OXA			AGZ83156.1	U5Y0R2	blaOXA-360	108981	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	LUH10192			
>Lahey	KF460531.1	1	831	blaOXA	361	Beta-lactam	Class_D_Carbapenemase		OXA			AHA11124.1	U5ZZ65	blaOXA-361	28090	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	St14241			
>Lahey	APPQ01000011.1	9161	9991	blaOXA	277	Beta-lactam	Class_D_Carbapenemase		OXA			ENV45890.1	N9AQ91	F955_00114	1217988	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	CIP		PRJNA183293	SAMN01828163
>Lahey	APPK01000054.1	255916	256746	blaOXA	300	Beta-lactam	Class_D_Carbapenemase		OXA			ENV20093.1	N8YKM2	F963_04142	1217651	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae 	NIPH		PRJNA183301	SAMN01087916
>Lahey	APPI01000013.1	54644	55474	blaOXA	276	Beta-lactam	Class_D_Carbapenemase		OXA			ENV13583.1	N8Y1U0	F965_01289	1217675	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	NIPH		PRJNA183303	SAMN01087915
>Lahey	APOT01000024.1	8560	9390	blaOXA	282	Beta-lactam	Class_D_Carbapenemase		OXA			ENU64030.1	N8SLN9	F980_00199	1217669	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	NIPH		PRJNA183318	SAMN01828178
>Lahey	GQ861437.1	2914	3741	blaOXA	143	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-143-like		ACX70402.1	D0UHC8	bla-OXA-143	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	135040			
>Lahey	JQ326200.2	194	1021	blaOXA	231	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-143-like		AFG29918.1	H9U2W6	blaOXA-231 bla-OXA-231	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	81			
>Lahey	L07945.1	61	888	blaOXA	3	Beta-lactam	Class_D_Carbapenemase		OXA			AAC41449.1	Q51429	bla oxa3	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>Lahey	AF201827.1	22	849	blaOXA	26	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		AAG35608.1	Q9F0V2	bla-OXA26	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	4737			
>Lahey	GU199038.2	1196	2023	blaOXA	160	Beta-lactam	Class_D_Carbapenemase		OXA	OKA-40-like		ADB28891.1	D2XKK9	blaOXA-160	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	AB195			
>Lahey	KC479325.2	669	1496	blaOXA	255	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-143-like		AGK07369.1	M9XD84	blaOXA-255	48296	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii 	726			
>Lahey	U85514.1	150	977	blaOXA	18	Beta-lactam	Class_D_ESBL		OXA			AAB58555.1	O07293	bla oxa18	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Mus			
>Lahey	AF315351.1	673	1500	blaOXA	32	Beta-lactam	Class_D_ESBL		OXA	OXA-2-like		AAK58418.1	Q93PR0	bla oxa-32	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>Lahey	Y10693.2	1	828	blaOXA	21	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-2-like		CAA71699.2	P94124	blaOXA-21	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii				
>Lahey	X07260.1	701	1528	blaOXA	2	Beta-lactam	Class_D_Carbapenemase		OXA			CAA30246.1	P0A1V8	bla oxa2	90371	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella choleraesuis		R46		
>Lahey	U63835.1	128	955	blaOXA	15	Beta-lactam	Class_D_ESBL		OXA			AAB05874.1	Q51574	bla oxa15	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	AH			
>Lahey	GQ202693.1	1172	1999	blaOXA	161	Beta-lactam	Class_D_ESBL		OXA			ACT09125.1	C6KFD9	blaOXA-161	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	PAOXA161			
>Lahey	AY289608.1	617	1444	blaOXA	53	Beta-lactam	Class_D_ESBL		OXA			AAP43641.1	Q7WTW0	oxa-53	58095	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella choleraesuis				
>Lahey	AF201826.1	22	849	blaOXA	25	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		AAG35607.1	Q9F0V3	bla-OXA25	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	327009			
>Lahey	EF534256.2	1	827	blaOXA	72	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		ABP87779.2	Q5XQU0	bla-OXA-72 bla-oxa-72 blaOXA-72 oxa-72 oxa72 pAB120_03 pAB120_11	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii				
>Lahey	KJ865754.1	1	828	blaOXA	415	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-2-like		AIG94927.1	A0A075W5E2	blaOXA-415	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	PA18524550			
>CARD	U35369	3182	4010	vanWB		Glycopeptide						AAB05625.1	Q47747	vanW EF_2296	226185	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	V583			
>Lahey	HM056040.1	1	828	blaOXA	114b	Beta-lactam	Class_D_Carbapenemase		OXA			ADI23933.1	D7RFM8		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	1			
>Lahey	HM056041.1	1	828	blaOXA	114c	Beta-lactam	Class_D_Carbapenemase		OXA			ADI23934.1	D7RFM9		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	2			
>Lahey	HM104633.1	1	828	blaOXA	114d	Beta-lactam	Class_D_Carbapenemase		OXA			ADI25068.1	D7RNT4		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	clinical			
>Lahey	FJ617207.1	1	828	blaOXA	226	Beta-lactam	Class_D_ESBL		OXA	OXA-2-like		ACM67635.1	B9VXW8	blaOXA-226	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>Lahey	HM104634.1	1	828	blaOXA	114e	Beta-lactam	Class_D_Carbapenemase		OXA			ADI25069.1	D7RNT5		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	clinical			
>Lahey	KT964029.1	1	825	blaOXA	499	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-143-like		ALM96709.1	A0A0S1Z236	blaOXA BMU11_06905	48296	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii 	NRZ-21144		PRJNA305729	
>Lahey	JQ838185.1	1	828	blaOXA	207	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		AFK28473.1	I3RRQ3	bla-OXA-207	48296	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii 	HUMV-1588			
>Lahey	AF509241	1	828	blaOXA	40	Beta-lactam	Class_D_Carbapenemase		OXA	OKA-40-like		AAM34291.1	Q8RLA6	blaOXA-33 bla-OXA-40 blaOXA-24 blaOXA-40 oxa-24 oxa40	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii				
>Lahey	EF552405.1	13	840	blaOXA	141	Beta-lactam	Class_D_ESBL		OXA			ABQ15112.1	A5HSH8	blaOXA-141	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>Lahey	AM991978.1	1	828	blaOXA	139	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		CAQ51348.1	D5SH02	bla-OXA-139	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii				
>Lahey	EU188842.1	1	828	blaOXA	114a	Beta-lactam	Class_D_Carbapenemase		OXA			ABX38721.1	B3FIE3		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	CIP			
>Lahey	JX206446.1	1	828	blaOXA	243	Beta-lactam	Class_D_Carbapenemase		OXA			AFQ90085.1	J7JZP6	bla OXA-243a	85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	AXX-A			
>Lahey	JN861783.1	1	828	blaOXA	215	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-214-like		AEV91554.1	G9JKW1	blaOXA-215	29430	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	CGL3			
>Lahey	JN861782.1	1	828	blaOXA	214	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-214-like		AEV91553.1	G9JKW0	blaOXA-214	29430	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	VAL			
>Lahey	JF795487.1	1	828	blaOXA	210	Beta-lactam	Class_D_Carbapenemase		OXA			AEE61368.1	F6ME16	blaOXA-210	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	PAE0831			
>Lahey	APQR01000003.1	1886	2713	blaOXA	265	Beta-lactam	Class_D_Carbapenemase		OXA			ENW22086.1	N9GY02	F926_00636	1217986	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	NIPH		PRJNA183264	SAMN01828152
>Lahey	APPZ01000001.1	7526	8353	blaOXA	280	Beta-lactam	Class_D_Carbapenemase		OXA			ENV74419.1	N9CV80	F946_00008	1217662	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	ANC		PRJNA183284	SAMN01087830
>Lahey	APQQ01000012.1	286901	287728	blaOXA	264	Beta-lactam	Class_D_Carbapenemase		OXA			ENW20318.1	N9FBW9	F927_00802	1217659	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	CIP		PRJNA183265	SAMN01828153
>Lahey	HM368375.1	1	828	blaOXA	114f	Beta-lactam	Class_D_Carbapenemase		OXA			ADO14462.1	E2GM24	bla ERS451415_04165	85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 	NCTC			
>Lahey	HM368376.1	1	828	blaOXA	114g	Beta-lactam	Class_D_Carbapenemase		OXA			ADO14463.1	E2GM25		85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans 				
>Lahey	KJ584918.1	1	828	blaOXA	409	Beta-lactam	Class_D_Carbapenemase		OXA			AJD07405.1	A0A0B4UHR7		470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	SR283			
>Lahey	JX306689.2	1	828	blaOXA	364	Beta-lactam	Class_D_Carbapenemase		OXA			AFR53898.2	J9SPF2	blaOXA364	1287738	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter dolens	Ax336			
>Lahey	KP903885.1	1	828	blaOXA	455	Beta-lactam	Class_D_Carbapenemase		OXA			ALC76097.1	A0A0M3R7E1	blaOXA-455	1287735	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	2015clin1ach			
>Lahey	KP410856.1	1	828	blaOXA	437	Beta-lactam	Class_D_Carbapenemase		OXA	OXA-40-like		AKL59536.1	A0A0H3WBC3	OXA-437	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	1074073			
>Lahey	KP903888.1	1	828	blaOXA	458	Beta-lactam	Class_D_Carbapenemase		OXA			ALC76100.1	A0A0M4FC59	blaOXA-458	1707590	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. 2015clin4ach	2015clin4ach			
>Lahey	KP903887.1	1	828	blaOXA	457	Beta-lactam	Class_D_Carbapenemase		OXA			ALC76099.1	A0A0M4G0X0	blaOXA-457	1287735	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	2015clin3ach			
>Lahey	KU323972.1	1	828	blaOXA	513	Beta-lactam	Class_D_Carbapenemase		OXA			ALX18471.1	A0A0U4CCY3	blaOXA	1287735	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	AXX1047			
>Lahey	KP903889.1	1	828	blaOXA	459	Beta-lactam	Class_D_Carbapenemase		OXA			ALC76101.1	A0A0M4FLF5	blaOXA-459	1287735	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	2015clin5ach			
>Lahey	APPO01000008.1	267573	268400	blaOXA	266	Beta-lactam	Class_D_Carbapenemase		OXA			ENV38192.1	N8YMW5	F959_00956	1191460	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter venetianus	CIP		PRJNA183297	SAMN01087854
>Lahey	LC030178.2	1	828	blaOXA	443	Beta-lactam	Class_D_Carbapenemase		OXA			BAQ55593.2										MRY14-0246			
>CARD	AY130286	0	822	blaLEN	3	Beta-lactam			LEN			AAN05030.1	Q84H48		573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae				
>CARD	AY130287	0	822	blaLEN	4	Beta-lactam			LEN			AAN05031.1	Q84H47		573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae				
>Lahey	LLHS01000343.1	996	1820	blaOXA	407	Beta-lactam	Class_D_Carbapenemase		OXA			KQF55411.1										ABBL122		PRJNA297777	SAMN04145737
>Lahey	LKJZ01000136.1	24786	25610	blaOXA	497	Beta-lactam	Class_D_Carbapenemase		OXA			KRW26153.1										TTU2014-131AME		PRJNA296464	SAMN04099660
>Lahey	KF986257.1	21	845	blaOXA	376	Beta-lactam	Class_D_Carbapenemase		OXA			AHL30276.1	W8Q2C8	oxa-376	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	971C			
>Lahey	KJ135345.1	15	839	blaOXA	382	Beta-lactam	Class_D_Carbapenemase		OXA			AHL30286.1	W8Q2E0	oxa-382	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	2682C			
